is_doh,bytes_rev,bytes,packets,packets_rev,packets_sum,bytes_ration,num_pkts_ration,time,av_pkt_size,av_pkt_size_rev,var_pkt_size,var_pkt_size_rev,median_pkt_size,median_pkt_size_rev,mindelay,avgdelay,maxdelay,bursts,fazzel,time_leap_ration,autocorr,stSum,ndSum,rdSum
True,5153,833,6,8,14,0.161653405783039,0.75,14182.696000000002,138.83333333333334,644.125,51302.25,151537.6875,290.5,1430.0,37.446,2858.8924,14144.656,0,0,1.0,0.0,0,-1,1
True,3213,2381,22,30,52,0.7410519763460942,0.7333333333333333,50383.816,108.22727272727272,107.1,18280.743801652894,9578.173010380624,61.0,55.0,39.37000000000001,24002.671259259263,50306.728,0,0,1.0,0.0,1,0,-5
True,4415,1147,10,12,22,0.2597961494903737,0.8333333333333334,123.726,114.7,367.91666666666674,6193.6,235105.04000000004,203.0,483.0,4.5280000000000005,43.127555555555546,95.88,0,0,1.0,0.2528391810956358,-1,0,1
True,438,402,4,5,9,0.9178082191780822,0.8,15267.776000000002,100.5,87.6,6873.555555555556,4489.0,46.0,113.0,15205.256,15221.2485,15253.57,0,0,1.0,0.0,0,0,0
True,438,402,4,5,9,0.9178082191780822,0.8,15262.419999999998,100.5,87.6,6873.555555555556,4489.0,46.0,113.0,15204.654,15219.3245,15247.794,0,0,1.0,0.0,0,0,0
True,4552,1146,12,14,26,0.2517574692442882,0.8571428571428571,47.774,95.5,325.14285714285717,5523.360000000002,329525.0,93.0,204.5,2.38,17.921833333333332,30.16,0,0,1.0,0.0,-2,-1,-2
True,6344,1449,11,13,24,0.2284047919293821,0.8461538461538461,429.98199999999997,131.72727272727272,488.0,30609.840000000004,317573.0612244898,99.0,1144.0,15.428,31.16218181818182,63.95399999999999,0,0,1.0,0.0,-2,3,-1
True,992,867,5,4,9,0.873991935483871,1.25,176.31,173.4,248.0,69432.25,39204.0,327.5,410.0,38.54,48.59666666666666,59.0,0,0,1.0,0.0,0,0,0
True,6224,1467,12,12,24,0.2357005141388175,1.0,117.146,122.25,518.6666666666666,35057.1875,296913.33333333326,143.5,1212.0,18.034,37.22555555555555,64.78,0,0,1.0,0.0,-1,0,-1
True,736,639,8,7,15,0.8682065217391305,1.1428571428571428,2523.53,79.875,105.14285714285714,310.56,5026.56,56.0,39.0,0.6,1878.93,2120.298,0,0,1.0,0.5065065663429414,1,2,-3
True,13146,6688,60,58,118,0.5087479081089304,1.0344827586206895,638.128,111.46666666666668,226.6551724137931,11741.1875,284506.3520408164,90.0,237.5,15.076,67.31413793103448,161.804,0,0,1.0,0.0,2,-1,-1
True,7021,1923,12,16,28,0.2738926078906139,0.75,143.252,160.25,438.8125,25853.58333333333,281910.7654320987,147.5,274.0,28.666,56.312428571428576,105.768,0,0,1.0,0.5183506633627312,-3,4,-2
True,459,219,5,6,11,0.477124183006536,0.8333333333333334,84.256,43.8,76.5,0.0,0.0,7.0,219.0,7.158,7.158,7.158,0,0,1.0,0.0,0,0,0
True,2433,1811,21,21,42,0.7443485408960131,1.0,20774.316000000006,86.23809523809523,115.85714285714286,184.80102040816325,7220.596938775509,67.5,96.5,0.018000000000000002,15411.803259259255,20772.952,0,0,1.0,0.5040735830772977,1,0,-1
True,389,248,5,5,10,0.6375321336760925,1.0,14391.944,49.6,77.8,0.0,72.25,0.0,64.5,5999.45,5999.45,5999.45,0,0,1.0,0.0,0,0,0
True,395,302,4,3,7,0.7645569620253164,1.3333333333333333,16.68,75.5,131.66666666666666,225.0,11342.25,71.0,137.5,0.002,3.0340000000000003,4.566,0,0,1.0,0.0,0,0,0
True,1200,1235,7,5,12,1.0291666666666666,1.4,445.59,176.4285714285714,240.0,61717.55555555558,39204.0,64.0,410.0,31.426,320.714,418.548,0,0,1.0,0.0,0,0,0
True,112,216,4,2,6,1.9285714285714288,2.0,43.682,54.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
True,2209,1745,12,9,21,0.7899502037120869,1.3333333333333333,5134.554,145.41666666666666,245.44444444444446,37352.47222222222,27677.04,144.5,271.0,28.836,1055.4746,5102.031999999998,0,0,1.25,0.13370789113874545,1,0,0
True,12388,6024,54,55,109,0.486277042298999,0.9818181818181818,668.388,111.55555555555556,225.23636363636365,13112.693877551023,263487.68359375,91.5,230.5,15.25,66.32413793103447,192.676,0,0,1.0,0.0,2,1,-5
True,5853,1161,11,8,19,0.19835981547924145,1.375,8670.626,105.54545454545456,731.625,51302.25,125416.96,290.5,1374.0,38.25400000000001,80.58366666666667,169.4,0,0,1.0,0.0,0,-1,0
True,2299,1452,10,12,22,0.631578947368421,0.8333333333333334,149.55200000000005,145.2,191.5833333333333,38121.88888888888,49222.97959183674,78.0,212.0,37.992,73.12899999999998,104.948,0,0,1.0,0.480782548749762,2,-1,-2
True,132,132,3,3,6,1.0,1.0,10608.7,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
True,11250,4030,34,28,62,0.3582222222222222,1.2142857142857142,94278.258,118.52941176470587,401.78571428571433,30368.6875,239119.76470588235,208.0,499.0,37.102,17384.60725,85012.31999999999,0,0,1.0,0.0,0,-5,-4
True,81151,57631,531,499,1030,0.7101699301302511,1.064128256513026,3488.3100000000004,108.53295668549906,162.62725450901803,11253.404844290651,293823.775147929,88.0,259.0,15.274,46.06213793103449,82.75200000000002,0,0,1.0,0.0,2,-1,1
True,5884,784,7,8,15,0.13324269204622705,0.875,255.254,112.0,735.5,8961.555555555557,292614.33333333326,77.0,1013.0,40.49800000000001,68.45925,116.798,0,0,0.75,0.0,-1,0,0
True,520,260,5,10,15,0.5,0.5,40574.462,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
True,112,216,4,2,6,1.9285714285714288,2.0,43.47,54.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
True,4136,1082,9,11,20,0.261605415860735,0.8181818181818182,77.064,120.22222222222223,376.0,6692.75,318861.76,143.0,482.0,9.182,36.0355,62.123999999999995,0,0,1.0,0.0,-1,0,0
True,4827,1386,12,14,26,0.28713486637663144,0.8571428571428571,717.638,115.5,344.78571428571433,5523.360000000002,271529.859375,93.0,305.0,4.8039999999999985,33.5055,55.438,0,0,1.0,0.0,-2,-1,0
True,293,551,6,3,9,1.880546075085324,2.0,180.99400000000003,91.83333333333331,97.66666666666669,72.25,56.25,71.5,38.5,157.364,164.7446666666667,178.894,0,0,1.0,0.0,0,0,0
True,5801,1057,9,7,16,0.18220996379934493,1.2857142857142858,609.604,117.44444444444444,828.7142857142858,51302.25,125416.96,290.5,1374.0,38.27,125.704,306.81,0,0,1.0,0.0,0,-1,0
True,7142,1438,11,11,22,0.20134416129935592,1.0,260.428,130.72727272727272,649.2727272727273,12864.222222222224,269822.9375,180.0,1165.0,31.166,94.31840000000004,154.776,0,0,1.0,0.0,-1,0,-2
True,7721,1479,10,11,21,0.19155549799248808,0.9090909090909092,504.162,147.9,701.9090909090909,35097.555555555555,301707.984375,354.0,995.5,38.436,224.4836,364.516,0,0,1.0,0.0,-1,-2,-2
True,480,80,1,6,7,0.16666666666666666,0.16666666666666666,31950.694,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
True,6325,2917,21,33,54,0.4611857707509882,0.6363636363636364,8396.460000000001,138.9047619047619,191.66666666666663,21103.80555555556,46456.888888888876,188.0,106.0,37.518,2970.332068965517,7410.488,0,0,1.0,0.14505393083653487,2,-3,-3
True,216,293,3,3,6,1.3564814814814814,1.0,34.846000000000004,97.66666666666669,72.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
True,1032,947,7,5,12,0.9176356589147286,1.4,10376.490000000002,135.28571428571428,206.4,69432.25,39204.0,327.5,410.0,46.29600000000001,64.77199999999999,78.16199999999998,0,0,1.0,0.0,0,0,0
True,160,289,4,4,8,1.80625,1.0,9750.164,72.25,40.0,72.25,0.0,64.5,0.0,5998.436,5998.436,5998.436,0,0,1.0,0.0,0,0,0
True,112,216,4,2,6,1.9285714285714288,2.0,49.236000000000004,54.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
True,4983,1293,8,9,17,0.25948223961469,0.8888888888888888,91.858,161.625,553.6666666666666,35536.22222222222,323673.7600000001,368.0,1380.0,2.966,36.93628571428571,66.184,0,0,1.0,0.0,0,-1,-1
True,992,867,5,4,9,0.873991935483871,1.25,191.26,173.4,248.0,69432.25,39204.0,327.5,410.0,43.298,54.75333333333333,64.506,0,0,1.0,0.0,0,0,0
True,7117,1932,14,13,27,0.27146269495573977,1.0769230769230769,97.132,138.0,547.4615384615385,24232.25,243117.87654320983,44.5,608.0,33.622,59.62137500000001,81.71600000000002,0,0,1.0,0.0,-3,2,-2
True,5488,1991,19,15,34,0.3627915451895044,1.2666666666666666,84.148,104.78947368421049,365.86666666666673,43880.0,391161.1074380165,39.0,55.0,2.296,36.47320000000001,60.324,0,0,1.2,0.0,-1,-4,1
True,6172,1467,12,11,23,0.2376863253402463,1.0909090909090908,104.544,122.25,561.0909090909091,35057.1875,156375.04,143.5,1280.0,15.155999999999999,28.6795,56.422,0,0,1.0,0.0,-1,0,0
True,37180,26925,253,224,477,0.7241796664873588,1.1294642857142858,105789.308,106.42292490118577,165.98214285714286,244.06222222222226,21439.09333333333,60.0,39.0,0.8959999999999999,43781.255172413796,49737.39599999999,0,0,1.0,0.5834120126472898,0,1,-1
True,4546,1146,12,14,26,0.2520897492300924,0.8571428571428571,43.88,95.5,324.7142857142857,5523.360000000002,329603.6875,93.0,204.0,1.76,15.701833333333335,27.406,0,0,1.0,0.0,-2,-1,-2
True,4826,1345,10,13,23,0.27869871529216744,0.7692307692307693,118.46,134.5,371.23076923076917,6149.04,206144.8888888889,202.0,526.0,4.638,40.576,85.486,0,0,1.0,0.0,-1,0,0
True,4456,1147,10,13,23,0.25740574506283664,0.7692307692307693,106.292,114.7,342.76923076923083,6193.6,222933.0,203.0,471.0,4.138,37.9542,89.042,0,0,1.0,0.0,-1,0,0
True,5853,1097,10,8,18,0.1874252520075175,1.25,586.814,109.7,731.625,51302.25,125416.96,290.5,1374.0,37.13800000000001,196.51066666666668,519.21,0,0,1.0,0.0,0,-1,0
True,845,740,5,6,11,0.8757396449704142,0.8333333333333334,180.24400000000003,148.0,140.83333333333334,5066.88888888889,6969.555555555556,197.0,199.0,0.528,30.4428,81.69800000000002,0,0,1.0,0.6495240083321501,2,-1,-1
True,2065,876,7,12,19,0.4242130750605327,0.5833333333333334,41.264,125.14285714285714,172.08333333333337,5625.0,37315.859375,114.0,65.5,0.12,19.661454545454546,32.106,0,0,1.0,0.5179640153543303,2,-3,-1
True,205,121,3,3,6,0.5902439024390244,1.0,15877.766,40.333333333333336,68.33333333333333,0.0,0.0,1.0,73.0,15835.748,15835.748,15835.748,0,0,1.0,0.0,0,0,0
True,480,80,1,6,7,0.16666666666666666,0.16666666666666666,32252.188,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
True,112,216,4,2,6,1.9285714285714288,2.0,46.53,54.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
True,4435,1125,10,13,23,0.2536640360766629,0.7692307692307693,103.448,112.5,341.15384615384613,5729.839999999997,224129.25,192.0,460.0,7.16,38.7472,85.416,0,0,1.0,0.0,-1,0,0
True,4982,1323,9,9,18,0.2655560016057808,1.0,24031.99,147.0,553.5555555555555,35214.0,331824.4,358.0,1386.0,2.442,89.07342857142855,163.67600000000004,0,0,1.0,0.0,0,-1,-1
True,2985,1728,12,14,26,0.5788944723618089,0.8571428571428571,2118.646,144.0,213.2142857142857,33528.816326530614,48838.0987654321,92.0,212.0,38.268,100.4832,129.53,0,0,1.0,0.29433444012759513,3,-2,-3
True,1395,986,7,7,14,0.7068100358422941,1.0,415.974,140.85714285714286,199.28571428571428,37454.88888888888,155770.88888888888,170.0,147.0,39.308,178.74560000000002,225.17,0,0,1.0,0.0,0,-1,1
True,341,200,4,5,9,0.5865102639296188,0.8,18772.652,50.0,68.2,361.0,72.25,20.0,64.5,15860.322,15868.938666666667,15879.803999999998,0,0,1.0,0.0,0,0,0
True,992,867,5,4,9,0.873991935483871,1.25,171.30599999999995,173.4,248.0,69432.25,39204.0,327.5,410.0,36.774,44.45266666666666,52.12,0,0,1.0,0.0,0,0,0
True,205,121,3,3,6,0.5902439024390244,1.0,15956.493999999999,40.333333333333336,68.33333333333333,0.0,0.0,1.0,73.0,15927.518,15927.518,15927.518,0,0,1.0,0.0,0,0,0
True,4983,1377,9,9,18,0.2763395544852498,1.0,69.118,153.0,553.6666666666666,37482.0,438905.76000000007,412.0,1460.0,3.648,26.481142857142853,49.108,0,0,1.0,0.0,0,-1,-1
True,11838,27332,158,110,268,2.308835952018922,1.4363636363636365,229760.426,172.98734177215192,107.61818181818182,12862.38580246913,776.8055555555555,159.5,64.5,72.348,37754.80586206897,57344.48,0,0,1.0,0.9982911662627943,2,3,3
True,13928,23244,186,109,295,1.6688684663986215,1.7064220183486238,229775.884,124.96774193548387,127.77981651376149,11031.052631578948,4690.595041322314,93.0,163.0,24.532,33589.883862068964,57259.522,0,0,1.0,0.4669535416007559,4,1,1
True,1699,1783,16,17,33,1.0494408475573866,0.9411764705882352,76212.23000000001,111.4375,99.94117647058823,26953.632653061224,14587.714285714286,64.0,55.0,2.008,3836.745692307693,49668.19,0,0,1.0,0.0,2,-1,-1
True,480,80,1,6,7,0.16666666666666666,0.16666666666666666,31982.2,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
True,958,799,6,7,13,0.8340292275574113,0.8571428571428571,25084.608,133.16666666666666,136.85714285714286,7692.1875,8387.555555555557,121.0,234.0,25942.32,25964.48866666667,25996.604,0,0,1.0,0.6309475267398982,2,1,-2
True,7169,2062,16,13,29,0.2876272841400474,1.2307692307692308,28835.72800000001,128.875,551.4615384615385,24221.1875,238475.33333333328,44.5,608.0,30.078000000000007,53.993,78.484,0,0,1.0,0.0,-3,2,-2
True,5792,704,7,8,15,0.12154696132596685,0.875,177.16199999999995,100.57142857142857,724.0,8961.555555555557,303114.33333333326,77.0,1019.0,49.408,58.073,76.604,0,0,0.75,0.0,-1,0,0
True,23724,8128,64,52,116,0.3426066430618783,1.2307692307692308,73056.48199999999,127.0,456.23076923076917,16321.360946745564,263954.9480968857,194.0,619.0,14.255999999999998,20362.924206896554,51845.684,0,0,1.1,0.0,-2,-1,-1
True,992,867,5,4,9,0.873991935483871,1.25,187.834,173.4,248.0,69432.25,39204.0,327.5,410.0,36.856,50.63666666666666,61.37,0,0,1.0,0.0,0,0,0
True,1973,1333,7,7,14,0.6756208819057273,1.0,21.954,190.42857142857144,281.85714285714283,42328.66666666666,412404.2222222222,411.0,218.0,1.632,8.728,14.462,0,0,1.0,0.0,0,1,-1
True,1071,469,5,9,14,0.4379084967320261,0.5555555555555556,21927.76,93.8,119.0,5263.1875,32712.96000000001,39.0,39.0,21827.186,21872.10475,21912.072,0,0,1.0,0.0,3,-2,0
True,480,80,1,6,7,0.16666666666666666,0.16666666666666666,32106.43,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
True,1036,927,5,4,9,0.8947876447876448,1.25,2191.224,185.4,259.0,69432.25,39204.0,327.5,410.0,37.216,927.75,1376.9540000000006,0,0,1.0,0.0,0,0,0
True,115125,80561,739,718,1457,0.6997698154180239,1.0292479108635098,3769.56,109.01353179972936,160.34122562674094,16891.775510204083,265777.6875,91.0,212.0,16.212,49.30310344827586,94.82,0,0,1.0,0.0,2,-1,-5
True,480,80,1,6,7,0.16666666666666666,0.16666666666666666,32019.29800000001,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
True,6385,4907,45,43,88,0.7685199686765858,1.0465116279069768,21409.028,109.04444444444445,148.48837209302323,256.609375,8777.352040816326,67.5,100.5,0.6,1032.8317931034483,2766.138,0,0,1.0,0.2668117249179032,2,3,-3
True,421,362,3,4,7,0.8598574821852731,0.75,27.264,120.66666666666669,105.25,5625.0,7140.25,121.0,130.5,0.08199999999999999,13.946666666666667,26.336,0,0,1.0,0.0,0,0,0
True,7504,1534,14,13,27,0.20442430703624734,1.0769230769230769,19010.592,109.57142857142857,577.2307692307693,31317.840000000004,315917.7777777777,92.0,499.0,14.09,27.866000000000003,51.458,0,0,1.0,0.0,-2,1,-3
True,7166,1708,14,14,28,0.2383477532793748,1.0,221.958,122.0,511.8571428571428,29551.33333333333,277678.0,78.0,553.5,41.428,99.14373333333332,174.048,0,0,1.0,0.0,-3,0,-3
True,1072,967,5,4,9,0.9020522388059702,1.25,164.15599999999995,193.4,268.0,69432.25,39204.0,327.5,410.0,34.248000000000005,43.864,49.18,0,0,1.0,0.0,0,0,0
True,5084,1384,12,17,29,0.27222659323367426,0.7058823529411765,6953.852,115.33333333333331,299.0588235294117,5466.24,250933.56,93.0,163.5,3.426,178.2252857142857,1436.812,0,0,1.0,0.0,-1,2,-4
True,480,80,1,6,7,0.16666666666666666,0.16666666666666666,31982.596,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
True,360,280,5,6,11,0.7777777777777778,0.8333333333333334,19032.912,56.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
True,2629,1084,10,17,27,0.4123240775960441,0.5882352941176471,103.402,108.4,154.64705882352942,5625.0,38198.5763888889,114.0,53.5,0.032,48.258705882352935,85.978,0,0,1.0,0.3334267354692177,2,-3,-3
True,168319,131015,1259,1110,2369,0.7783732080157321,1.1342342342342342,9993.998,104.06274821286736,151.63873873873874,11283.889273356404,282286.07100591715,90.0,224.0,15.142,262.84937931034483,981.938,0,0,1.0,0.0,2,1,1
True,1110,831,9,8,17,0.7486486486486487,1.125,26.962,92.33333333333331,138.75,531.25,10827.888888888889,76.0,106.5,0.14400000000000002,10.78181818181818,22.538,0,0,1.0,0.17444429991874244,4,-3,-1
True,17926,20327,181,89,270,1.1339395291754992,2.033707865168539,21389.132,112.30386740331491,201.41573033707863,5547.142857142857,37921.55859375,189.0,58.5,0.034,22.046758620689655,49.776,0,0,1.0,0.3558521208517784,10,-5,-5
True,152,296,4,2,6,1.9473684210526316,2.0,3.474,74.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
True,36316,35272,201,166,367,0.9712523405661416,1.2108433734939759,174717.646,175.48258706467658,218.7710843373494,3616.4622222222224,9440.56,196.0,235.0,9.212,19016.453586206888,50478.636,0,0,1.0,0.2466554478274589,4,-3,-1
True,420,180,3,7,10,0.42857142857142855,0.42857142857142855,19066.36,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
True,8040,2075,16,19,35,0.25808457711442784,0.8421052631578947,713.69,129.6875,423.157894736842,33513.67346938775,259645.51479289946,92.0,499.0,72.28999999999998,361.5646315789474,606.154,0,0,1.0,0.0,-2,1,-3
True,4401,1141,10,11,21,0.25925925925925924,0.9090909090909092,166.46,114.1,400.09090909090907,6061.360000000002,231840.96,200.0,490.0,5.297999999999999,42.66555555555555,85.28200000000002,0,0,1.0,0.26251138345605324,-1,0,1
True,4426,1143,10,12,22,0.25824672390420245,0.8333333333333334,112.518,114.3,368.83333333333326,6104.96,234007.36,201.0,482.0,2.048,38.39155555555556,84.656,0,0,1.0,0.26355652393766715,-1,0,1
True,1300,811,4,5,9,0.6238461538461538,0.8,7029.156000000001,202.75,260.0,0.0,34848.0,591.0,212.0,46.928,1417.445333333333,2340.286,0,0,1.0,0.0,0,0,0
True,7031,1270,13,14,27,0.1806286445740293,0.9285714285714286,151.972,97.69230769230772,502.21428571428567,9266.333333333334,257831.23966942148,70.5,499.0,37.91,75.792875,110.868,0,0,1.0,0.0,-3,2,-4
True,480,80,1,6,7,0.16666666666666666,0.16666666666666666,32030.17,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
True,7282,1643,11,14,25,0.2256248283438616,0.7857142857142857,98.25200000000001,149.36363636363637,520.1428571428571,29529.138888888887,246154.0,78.0,553.5,32.69,58.18280000000001,85.552,0,0,1.0,0.0,-3,0,-3
True,2314,1477,11,12,23,0.6382886776145204,0.9166666666666666,2249.67,134.27272727272728,192.8333333333333,47146.8,50630.77551020408,64.0,212.0,37.426,83.29581818181819,181.392,0,0,1.0,0.37153289234609577,2,-3,1
True,9156,2492,18,24,42,0.27217125382263,0.75,773.672,138.44444444444446,381.5,21468.617283950614,213075.08650519032,92.0,401.0,40.29,336.01063999999997,675.174,0,0,1.0,0.0,0,-3,-5
True,8163,1261,14,20,34,0.15447752051941688,0.7,17654.884000000002,90.07142857142857,408.15,5477.76,278811.07638888893,67.0,541.0,0.012,9725.334875,17779.701999999994,0,0,1.0,0.0,-5,0,-2
True,1631,994,8,9,17,0.6094420600858369,0.8888888888888888,366.554,124.25,181.22222222222226,22082.0,193914.0,123.0,115.0,35.842,178.6836,269.46,0,0,1.0,0.0,0,1,-1
True,1036,1027,7,4,11,0.9913127413127412,1.75,18905.532,146.71428571428572,259.0,69432.25,39204.0,327.5,410.0,37.448,47.822,56.916,0,0,1.0,0.0,0,0,0
True,112,216,4,2,6,1.9285714285714288,2.0,24.928,54.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
True,156,285,4,3,7,1.8269230769230769,1.3333333333333333,19.436,71.25,52.0,56.25,0.0,38.5,0.0,0.09,0.09,0.09,0,0,1.0,0.0,0,0,0
True,6111,1198,11,10,21,0.19603992799869088,1.1,537.856,108.9090909090909,611.1,46656.0,239941.1020408163,309.0,1144.0,15.302,198.6065,508.09,0,0,0.75,0.4444848050466649,-1,-2,-2
True,414,454,4,3,7,1.0966183574879227,1.3333333333333333,669.3240000000002,113.5,138.0,0.0,0.0,101.0,111.0,5.1160000000000005,312.108,494.84,0,0,1.0,0.0,0,0,0
True,12505,9049,104,102,206,0.7236305477808876,1.0196078431372548,45626.098,87.00961538461539,122.59803921568628,275.0488888888888,9486.648888888887,56.0,39.0,0.438,22817.723586206896,28918.097999999998,0,0,1.0,0.5339759057138654,0,1,-1
True,5801,1057,9,7,16,0.18220996379934493,1.2857142857142858,235.084,117.44444444444444,828.7142857142858,51302.25,165703.36,290.5,1418.0,37.94199999999999,57.72666666666667,101.132,0,0,1.0,0.0,0,-1,0
True,7786,1771,15,15,30,0.2274595427690727,1.0,312.406,118.06666666666666,519.0666666666667,29529.138888888887,273351.0578512397,78.0,567.0,39.088,155.14475,277.96,0,0,1.0,0.0,-3,2,-2
True,1072,967,5,4,9,0.9020522388059702,1.25,196.038,193.4,268.0,69432.25,39204.0,327.5,410.0,30.386,48.24,57.89,0,0,1.0,0.0,0,0,0
True,1397,1038,8,7,15,0.7430207587687903,1.1428571428571428,800.0060000000002,129.75,199.57142857142856,37454.88888888888,156510.8888888889,170.0,147.0,52.934,259.59759999999994,325.75,0,0,1.0,0.0,0,-1,1
True,4415,1205,11,11,22,0.2729331823329558,1.0,760.81,109.54545454545456,401.3636363636364,6149.04,230126.24,202.0,492.0,3.816,544.9375555555556,730.4300000000003,0,0,1.0,0.27246997825145264,-1,0,1
True,436,299,4,3,7,0.6857798165137615,1.3333333333333333,23.168000000000006,74.75,145.33333333333334,182.25,16129.0,69.5,158.0,0.316,14.585999999999999,21.74,0,0,1.0,0.0,0,0,0
True,11726,7306,52,49,101,0.6230598669623061,1.0612244897959184,297.506,140.5,239.3061224489796,52156.72888888888,243117.58222222226,93.0,237.0,15.536,53.76958620689654,106.892,0,0,1.0,0.0,2,3,-5
True,301,121,3,4,7,0.4019933554817276,0.75,20837.558,40.333333333333336,75.25,0.0,72.25,1.0,64.5,15822.803999999998,18322.8,20822.796,0,0,1.0,0.0,0,0,0
True,1072,967,5,4,9,0.9020522388059702,1.25,128.166,193.4,268.0,69432.25,39204.0,327.5,410.0,30.434,34.06533333333333,37.38,0,0,1.0,0.0,0,0,0
True,1838,1711,11,7,18,0.9309031556039172,1.5714285714285714,4265.335999999998,155.54545454545453,262.57142857142856,93592.96,264196.0,74.0,733.0,36.482,770.7759999999997,4160.5059999999985,0,0,1.0,0.0,0,1,0
True,6890,2920,16,13,29,0.42380261248185774,1.2307692307692308,15336.4,182.5,530.0,26124.64000000001,333186.4897959184,457.0,1360.0,5.854,1134.2107272727276,2096.77,0,0,1.0,0.6170789334954334,-2,-1,-1
True,5373,777,5,10,15,0.14461194863204913,0.5,17944.771999999994,155.4,537.3,0.0,95854.6875,517.0,1384.0,38.33,554.351,726.3839999999999,0,0,1.0,0.0,0,0,0
True,6838,2161,18,18,36,0.31602807838549285,1.0,124.564,120.05555555555556,379.88888888888886,28269.359375,339962.1875,102.5,709.0,15.418,43.0128,77.592,0,0,1.0,0.0,-3,2,1
True,9542,2188,19,29,48,0.22930203311674704,0.6551724137931034,1258.0320000000004,115.15789473684212,329.0344827586207,7821.210000000001,226249.6,137.0,253.0,37.904,577.7442068965515,1208.866,0,0,1.0,0.0,-2,1,-7
True,6340,1450,11,13,24,0.22870662460567825,0.8461538461538461,252.168,131.8181818181818,487.6923076923077,30628.64,318272.4897959184,99.0,1144.0,15.11,25.37781818181819,44.554,0,0,1.0,0.0,-2,3,-1
True,3859,3778,40,27,67,0.9790101062451412,1.4814814814814814,61133.184,94.45,142.9259259259259,182.25,7535.530612244897,69.5,97.0,0.0,15774.599241379308,39531.25199999999,0,0,1.0,0.9006077429436791,2,1,-1
True,480,80,1,6,7,0.16666666666666666,0.16666666666666666,32255.528,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
True,8849,2029,16,17,33,0.2292914453610577,0.9411764705882352,911.998,126.8125,520.5294117647059,26284.244897959186,224232.01,64.0,902.5,31.264,548.5730000000002,879.904,0,0,1.0,0.0,-3,2,0
True,2274,1396,9,11,20,0.613896218117854,0.8181818181818182,152.472,155.11111111111111,206.72727272727272,47108.96000000001,50630.77551020408,64.0,212.0,42.282,91.77290909090908,119.69,0,0,1.0,0.8203331670960535,2,-1,-1
True,480,80,1,6,7,0.16666666666666666,0.16666666666666666,32151.332,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
True,6305,1495,13,13,26,0.2371134020618557,1.0,109.75,115.0,485.0,35057.1875,354240.2857142857,143.5,1144.0,15.192,34.967,58.87,0,0,1.0,0.0,-1,0,-2
True,12051,2879,18,26,44,0.23890133598871466,0.6923076923076923,20550.27,159.94444444444446,463.5,33628.359375,245868.4432132964,188.0,499.0,39.76600000000001,5817.756538461538,16673.498,0,0,1.0,0.0,1,-8,-4
True,979,446,5,7,12,0.4555669050051073,0.7142857142857143,180.01600000000005,89.2,139.85714285714286,7056.0,32712.96000000001,123.0,39.0,8.046,96.729,162.376,0,0,1.0,0.0,0,-1,0
True,23588,16802,209,186,395,0.7123113447515685,1.1236559139784943,300028.59,80.39234449760767,126.81720430107526,490.3822222222223,15080.826666666666,83.0,31.0,9.876,24586.200068965518,37430.724,0,0,1.0,0.5229375171988649,-2,-1,1
True,1072,967,5,4,9,0.9020522388059702,1.25,157.744,193.4,268.0,69432.25,39204.0,327.5,410.0,34.4,39.574,43.172,0,0,1.0,0.0,0,0,0
